Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
ragbone,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hetexted,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matchpoint,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cozy,,,5.0,10,359.9,0.32467545927395314,0,0,,34000000.0,57000000.0,365000000.0,15000000.0,353000000.0,1824000000.0,40000000.0,41000000.0,17000000.0,853000000.0
wikisway,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skillz,,,400.0,6,15.5,0.9273981588882083,0,0,,15000000.0,10000000.0,100000000.0,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0
derbywire,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tindie,,,6.9,9,144.8,0.17336588320719387,0,0,,251000000.0,130000000.0,150000000.0,427000000.0,30000000.0,29000000.0,113000000.0,10000000.0,308000000.0,0.0
socialthreader,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trifacta,,,20.0,10,703.2,0.20003290898611872,0,0,,1265000000.0,2117000000.0,69000000.0,853000000.0,95000000.0,30000000.0,450000000.0,1824000000.0,80000000.0,249000000.0
ember,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanica,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vividcortex,,,6.4,10,724.1,0.385706188882658,0,0,,4248000000.0,1020000000.0,34000000.0,700000000.0,41000000.0,40000000.0,994000000.0,30000000.0,60000000.0,74000000.0
lanterncrm,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dreamise,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fameus,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
razorbearcom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yozio,,,1.0,9,33.1,0.1874854877409035,0,0,,31000000.0,50000000.0,11000000.0,47000000.0,10000000.0,20000000.0,13000000.0,120000000.0,29000000.0,0.0
powerlinx,,,5.0,9,51268.5,0.9071742556724487,0,0,,194000000.0,60000000.0,114000000.0,488000000000.0,873000000.0,4952000000.0,32000000.0,18000000000.0,460000000.0,0.0
toktv,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floqq,,,1.0,6,259.9,0.3699478512992955,0,0,,115000000.0,100000000.0,280000000.0,29000000.0,675000000.0,1400000000.0,0.0,0.0,0.0,0.0
jupitee,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthrecoverysolutions,,,6.9,9,64.5,0.12706651287966167,0,0,,144000000.0,116000000.0,30000000.0,50000000.0,30000000.0,60000000.0,40000000.0,65000000.0,110000000.0,0.0
orbose,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microtransponder,,,5.0,10,50594.5,0.5723891471659256,0,0,,90000000.0,200000000.0,98000000000.0,39000000000.0,368000000000.0,10000000.0,10000000.0,522000000.0,27000000.0,86000000.0
sookasa,,,5.8,9,118643.0,0.9974936392153197,0,0,,225000000.0,338000000.0,448000000.0,132000000.0,43000000.0,216000000.0,18000000.0,10000000.0,1185000000000.0,0.0
reifyhealth,,,4.4,9,181.9,0.17706537081551668,0,0,,10000000.0,268000000.0,38000000.0,415000000.0,50000000.0,350000000.0,30000000.0,440000000.0,218000000.0,0.0
bandwidthcom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levantpower,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guidecentral,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piqora,,,2.0,9,30.8,0.11659726353361094,0,0,,39000000.0,20000000.0,30000000.0,55000000.0,11000000.0,29000000.0,44000000.0,50000000.0,30000000.0,0.0
postmasterio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueapron,,,667.6,10,434.6,0.4257403933164008,0,0,,170000000.0,100000000.0,100000000.0,500000000.0,2550000000.0,526000000.0,30000000.0,100000000.0,20000000.0,250000000.0
execonline,,,4.9,9,1090.2,0.29696596108076456,0,0,,2157000000.0,50000000.0,30000000.0,44000000.0,1737000000.0,5138000000.0,643000000.0,44000000.0,1059000000.0,0.0
mercurycontinuity,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuzeus,,,3.6,5,83.9,0.42873338775510206,0,0,,274000000.0,39000000.0,10000000.0,500000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0
asthmamd,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnekt,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salido,,,1.5,10,137.9,0.17201925036382612,0,0,,120000000.0,118000000.0,145000000.0,85000000.0,10000000.0,50000000.0,57000000.0,245000000.0,100000000.0,449000000.0
dmass,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
socialkaty,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solavei,,,1.9,2,22.1,0.4340625,0,0,,100000000.0,121000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
origamilogic,,,6.5,10,196.8,0.34172044202290347,0,0,,250000000.0,1132000000.0,150000000.0,51000000.0,58000000.0,130000000.0,31000000.0,131000000.0,10000000.0,25000000.0
zelgor,,,1.0,6,34.6,0.5608509026638051,0,0,,10000000.0,10000000.0,262000000.0,10000000.0,44000000.0,10000000.0,0.0,0.0,0.0,0.0
tapingo,,,5.0,9,1356.0,0.9128077692797306,0,0,,13000000000.0,60000000.0,40000000.0,70000000.0,40000000.0,250000000.0,60000000.0,10000000.0,30000000.0,0.0
zaozao,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brightbytes,,,5.0,10,2017.4,0.265606927100024,0,0,,100000000.0,1860000000.0,10000000.0,835000000.0,2095000000.0,75000000.0,7144000000.0,6945000000.0,250000000.0,860000000.0
aboslabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onthegoplatforms,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biowish,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joinem,,,2.7,3,15.9,0.2768528153543762,0,0,,38000000.0,54000000.0,67000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onemorepallet,,,1.0,10,415.2,0.5392098160030536,0,0,,150000000.0,500000000.0,10000000.0,3000000000.0,10000000.0,32000000.0,120000000.0,180000000.0,140000000.0,10000000.0
wigwag,,,8.0,8,201.7,0.3401746346541793,0,0,,65000000.0,88000000.0,65000000.0,1100000000.0,10000000.0,106000000.0,89000000.0,494000000.0,0.0,0.0
tippingpointlabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eventstir,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
padlet,,,2.0,10,44.4,0.15583197086801426,0,0,,15000000.0,10000000.0,60000000.0,28000000.0,70000000.0,10000000.0,10000000.0,115000000.0,30000000.0,96000000.0
entelo,,,5.0,9,198.3,0.301881958022196,0,0,,50000000.0,14000000.0,958000000.0,57000000.0,20000000.0,300000000.0,100000000.0,470000000.0,14000000.0,0.0
everbill,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mapdecisions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webflow,,,4.0,9,77.2,0.17847132907859933,0,0,,20000000.0,25000000.0,50000000.0,230000000.0,40000000.0,207000000.0,100000000.0,40000000.0,60000000.0,0.0
bettercloud,,,12.4,9,124.3,0.1848188756930661,0,0,,20000000.0,43000000.0,55000000.0,132000000.0,39000000.0,448000000.0,227000000.0,54000000.0,225000000.0,0.0
nuzzel,,,4.0,9,370.2,0.5728459444998787,0,0,,450000000.0,100000000.0,65000000.0,80000000.0,34000000.0,53000000.0,71000000.0,59000000.0,2790000000.0,0.0
wideo,,,4.0,8,36.3,0.155884218239137,0,0,,40000000.0,25000000.0,10000000.0,64000000.0,50000000.0,30000000.0,30000000.0,114000000.0,0.0,0.0
materialwrld,,,2.7,10,290.8,0.30955669256375357,0,0,,379000000.0,1400000000.0,10000000.0,10000000.0,10000000.0,250000000.0,700000000.0,75000000.0,60000000.0,14000000.0
carrentalscom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instreamia,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellarewards,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partender,,,3.3,9,102.3,0.15364403983011937,0,0,,88000000.0,10000000.0,15000000.0,50000000.0,145000000.0,149000000.0,259000000.0,187000000.0,120000000.0,0.0
charlieapp,,,1.0,8,520340.5,0.380919818540868,0,0,,63000000.0,32000000.0,280000000.0,1362000000000.0,1185000000000.0,20000000.0,2656000000000.0,10000000.0,0.0,0.0
ridescout,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yieldmo,,,2.0,10,728.1,0.2973295869900612,0,0,,10000000.0,186000000.0,1500000000.0,150000000.0,2177000000.0,145000000.0,50000000.0,2962000000.0,55000000.0,46000000.0
prxconsulting,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preact,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
studysoup,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
workspot,,,8.8,10,14125.7,0.4482032727328246,0,0,,578000000.0,70000000.0,200000000.0,40000000.0,484000000.0,30000000000.0,87000000000.0,22000000000.0,875000000.0,10000000.0
ifunding,,,2.0,9,80.4,0.18258966443585634,0,0,,50000000.0,38000000.0,30000000.0,147000000.0,35000000.0,64000000.0,250000000.0,170000000.0,20000000.0,0.0
backstitch,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawkick,,,3.8,9,57.7,0.14782999537312447,0,0,,20000000.0,20000000.0,95000000.0,10000000.0,62000000.0,150000000.0,60000000.0,50000000.0,110000000.0,0.0
trumaker,,,4.4,9,269.2,0.26240392342943125,0,0,,870000000.0,15000000.0,120000000.0,100000000.0,475000000.0,69000000.0,10000000.0,973000000.0,60000000.0,0.0
spacebarfm,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluenoseanalytics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oximity,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teachboost,,,1.0,10,127.5,0.24855425517418886,0,0,,50000000.0,84000000.0,100000000.0,61000000.0,64000000.0,29000000.0,260000000.0,15000000.0,558000000.0,54000000.0
digitaltrowel,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terraechos,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lever,,,5.5,9,189.8,0.3258313846986361,0,0,,20000000.0,10000000.0,10000000.0,300000000.0,958000000.0,20000000.0,10000000.0,100000000.0,470000000.0,0.0
applovin,,,234.2,10,736.5,0.3314680560745067,0,0,,215000000.0,200000000.0,130000000.0,110000000.0,1000000000.0,202000000.0,34000000.0,18000000.0,525000000.0,4931000000.0
gabonline,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ohheyworld,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j2softwaresolutions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guardanthealth,,,86.8,10,2736.8,0.6823923120933169,0,0,,38000000.0,75000000.0,10000000.0,120000000.0,3770000000.0,13000000.0,23000000000.0,35000000.0,242000000.0,65000000.0
bookboard,,,1.0,10,72.4,0.1711424095508913,0,0,,75000000.0,27000000.0,10000000.0,10000000.0,190000000.0,25000000.0,23000000.0,80000000.0,170000000.0,114000000.0
bonfaire,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
munchaway,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vidaao,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appthority,,,2.7,10,2401.8,0.433987747638735,0,0,,85000000.0,27000000.0,289000000.0,59000000.0,250000000.0,14000000000.0,250000000.0,7170000000.0,1811000000.0,77000000.0
traffio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wealthylife,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
userpod,,,6.4,10,163.5,0.15172412120691428,0,0,,37000000.0,203000000.0,84000000.0,254000000.0,100000000.0,302000000.0,29000000.0,426000000.0,190000000.0,10000000.0
moonclerk,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edsurge,,,2.2,9,9004.8,0.8713575036792436,0,0,,30000000.0,41000000.0,10000000.0,65000000.0,10000000.0,1000000000.0,2500000000.0,84000000000.0,2392000000.0,0.0
wiseio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teralytics,,,1.0,10,5384.4,0.43671787254324096,0,0,,10000000000.0,600000000.0,100000000.0,377000000.0,33000000000.0,8752000000.0,345000000.0,10000000.0,600000000.0,60000000.0
everypost,,,3.8,10,343.5,0.24962233855527677,0,0,,270000000.0,325000000.0,10000000.0,57000000.0,659000000.0,316000000.0,19000000.0,94000000.0,185000000.0,1500000000.0
launchkey,,,1.4,10,495.1,0.16561120187739148,0,0,,745000000.0,663000000.0,100000000.0,50000000.0,335000000.0,200000000.0,570000000.0,1098000000.0,1180000000.0,10000000.0
nastygal,,,77.0,10,395.5,0.316139548164945,0,0,,200000000.0,50000000.0,2428000000.0,500000000.0,50000000.0,10000000.0,500000000.0,40000000.0,27000000.0,150000000.0
recargo,,,3.1,10,21651.9,0.9857517469781919,0,0,,800000000.0,120000000.0,125000000.0,155000000.0,40000000.0,215000000000.0,10000000.0,220000000.0,24000000.0,25000000.0
repp,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloze,,,1.1,9,558.2,0.7728374229887944,0,0,,14000000.0,46000000.0,20000000.0,70000000.0,74000000.0,280000000.0,100000000.0,4906000000.0,72000000.0,0.0
vaunte,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engodo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equitylancer,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tagboard,,,5.5,10,253.5,0.4044009481075118,0,0,,38000000.0,10000000.0,20000000.0,34000000.0,1500000000.0,659000000.0,84000000.0,100000000.0,70000000.0,20000000.0
leadid,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psyqic,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doublerobotics,,,3.7,7,30.4,0.17468890016425728,0,0,,52000000.0,18000000.0,54000000.0,20000000.0,100000000.0,50000000.0,10000000.0,0.0,0.0,0.0
xocommunications,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lazyangel,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spothero,,,6.0,10,66.2,0.22449566838805718,0,0,,50000000.0,50000000.0,15000000.0,30000000.0,20000000.0,262000000.0,11000000.0,20000000.0,10000000.0,194000000.0
growmobile,,,3.3,10,358.0,0.3483353351817395,0,0,,44000000.0,856000000.0,24000000.0,129000000.0,44000000.0,227000000.0,1919000000.0,215000000.0,14000000.0,108000000.0
flightcar,,,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
universitynow,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightpro,,,1.0,3,3.0,0.25,0,0,,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vyclone,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slicgames,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zenobase,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lookingglasscybersolutions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spogo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repunch,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rollbar,,,6.0,10,58.8,0.29109510745313216,0,0,,45000000.0,33000000.0,20000000.0,34000000.0,38000000.0,31000000.0,10000000.0,33000000.0,332000000.0,12000000.0
robotoki,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rallyware,,,4.0,10,1049.4,0.31934925590516,0,0,,250000000.0,5316000000.0,600000000.0,180000000.0,140000000.0,657000000.0,85000000.0,872000000.0,49000000.0,2345000000.0
shiftlabs,,,3.2,9,138.9,0.20893642710305507,0,0,,33000000.0,200000000.0,60000000.0,77000000.0,200000000.0,95000000.0,135000000.0,549000000.0,40000000.0,0.0
skilledwizard,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wanderfulmedia,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eshares,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noredink,,,1.0,9,284.1,0.4259551406270588,0,0,,54000000.0,88000000.0,317000000.0,77000000.0,251000000.0,201000000.0,15000000.0,38000000.0,1800000000.0,0.0
careinsync,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinny,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kamcord,,,1.0,10,66.3,0.23510748925328254,0,0,,51000000.0,49000000.0,50000000.0,54000000.0,22000000.0,44000000.0,10000000.0,43000000.0,300000000.0,40000000.0
medstartr,,,4.6,10,113.1,0.16806332647335037,0,0,,50000000.0,194000000.0,50000000.0,346000000.0,77000000.0,65000000.0,230000000.0,49000000.0,50000000.0,20000000.0
bluepillar,,,12.0,10,128.0,0.16688673469387755,0,0,,200000000.0,50000000.0,20000000.0,50000000.0,62000000.0,450000000.0,50000000.0,150000000.0,175000000.0,73000000.0
xockets,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celery,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clever,,,2.7,9,89.1,0.24215757472197302,0,0,,10000000.0,93000000.0,120000000.0,29000000.0,391000000.0,44000000.0,44000000.0,150000000.0,10000000.0,0.0
statwing,,,5.0,7,128.9,0.21833811974983838,0,0,,100000000.0,10000000.0,89000000.0,454000000.0,351000000.0,120000000.0,165000000.0,0.0,0.0,0.0
twitch,,,30.0,8,9322.9,0.9267338147661514,0,0,,100000000.0,272000000.0,55000000.0,210000000.0,90000000000.0,2558000000.0,24000000.0,10000000.0,0.0,0.0
lifx,,,2.4,9,5958.2,0.318256501253623,0,0,,48000000.0,10000000.0,4524000000.0,7153000000.0,7686000000.0,120000000.0,41000000.0,10000000000.0,30000000000.0,0.0
subtledata,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluetrainmobile,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seedspark,,,1.0,3,13.4,0.31240354938271603,0,0,,44000000.0,59000000.0,31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
udacity,,,67.5,8,100.4,0.26385320397965123,0,0,,483000000.0,30000000.0,64000000.0,38000000.0,137000000.0,159000000.0,53000000.0,40000000.0,0.0,0.0
snapwire,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlecollectorcom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drawbridge,,,20.0,8,393.0,0.4009583218521537,0,0,,150000000.0,20000000.0,389000000.0,200000000.0,300000000.0,130000000.0,204000000.0,2537000000.0,0.0,0.0
voicegem,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueseatmedia,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conocophillips,,,38700.0,10,1271513.3,0.18258986241790473,0,0,,66000000000.0,102000000000.0,107000000000.0,1253000000000.0,918000000000.0,2093000000000.0,1663000000000.0,2793000000000.0,4133000000.0,3716000000000.0
creandum,,,4.0,10,191.6,0.1736657382664007,0,0,,157000000.0,73000000.0,182000000.0,160000000.0,157000000.0,77000000.0,144000000.0,188000000.0,85000000.0,693000000.0
triangleangelpartners,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continu,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangohealth,,,1.0,10,333.8,0.41044404619673436,0,0,,114000000.0,87000000.0,124000000.0,12000000.0,34000000.0,30000000.0,40000000.0,10000000.0,1000000000.0,1887000000.0
strikingly,,,4.0,9,60259.9,0.8597692641008454,0,0,,5581000000.0,250000000.0,650000000.0,11000000.0,47000000.0,60000000.0,558000000000.0,11000000000.0,27000000000.0,0.0
lantronix,,,47.3,10,7637.5,0.4659622307820486,0,0,,2455000000.0,444000000.0,645000000.0,400000000.0,120000000.0,600000000.0,28000000.0,50000000000.0,8683000000.0,13000000000.0
ninjametrics,,,2.0,9,314.1,0.3124515295907564,0,0,,50000000.0,50000000.0,49000000.0,1410000000.0,1000000000.0,44000000.0,215000000.0,48000000.0,275000000.0,0.0
sureify,,,1.0,9,105.2,0.26164079429424636,0,0,,20000000.0,23000000.0,19000000.0,420000000.0,20000000.0,300000000.0,140000000.0,30000000.0,80000000.0,0.0
convrrt,,,1.7,8,158.6,0.20989769260615138,0,0,,386000000.0,89000000.0,26000000.0,50000000.0,10000000.0,218000000.0,350000000.0,457000000.0,0.0,0.0
ridepost,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listnerd,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuhabitat,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chalkfly,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conceptdrop,,,4.0,10,76.6,0.1687067834910627,0,0,,270000000.0,10000000.0,63000000.0,70000000.0,67000000.0,49000000.0,95000000.0,17000000.0,30000000.0,95000000.0
theminervaproject,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appetite,,,1.2,1,7.6,0.7644628099173554,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoppit,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcametricssystems,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upstart,,,4.0,10,15615.1,0.9848289242358215,0,0,,75000000.0,14000000.0,700000000.0,50000000.0,51000000.0,41000000.0,70000000.0,85000000.0,155000000000.0,65000000.0
floored,,,2.0,10,78.3,0.31904486444823194,0,0,,12000000.0,40000000.0,30000000.0,410000000.0,30000000.0,10000000.0,177000000.0,11000000.0,40000000.0,23000000.0
remedysystems,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paperkarma,,,1.0,8,113.1,0.24323190829269342,0,0,,44000000.0,35000000.0,137000000.0,60000000.0,24000000.0,90000000.0,433000000.0,308000000.0,0.0,0.0
histowiz,,,10.0,10,140.6,0.14139987195970435,0,0,,309000000.0,278000000.0,215000000.0,50000000.0,40000000.0,80000000.0,35000000.0,96000000.0,40000000.0,263000000.0
kitchensurfing,,,1.6,9,62.1,0.24904071035490635,0,0,,20000000.0,25000000.0,15000000.0,281000000.0,115000000.0,50000000.0,46000000.0,48000000.0,21000000.0,0.0
stackdriver,,,1.0,10,715.2,0.4386145548806607,0,0,,210000000.0,45000000.0,4456000000.0,1433000000.0,40000000.0,90000000.0,724000000.0,74000000.0,50000000.0,30000000.0
coinbase,,,139.6,10,80.1,0.4218544798437228,0,0,,120000000.0,179000000.0,110000000.0,40000000.0,60000000.0,30000000.0,45000000.0,20000000.0,120000000.0,77000000.0
archively,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
